Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDY25,12,Low Fat,0.033946163,Canned,179,OUT013,1987,High,Tier 3,Supermarket Type1,3440
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163,OUT035,2004,Small,Tier 2,Supermarket Type1,974
FDL43,10.1,Low Fat,0.027106459,Meat,75,OUT049,1999,Medium,Tier 1,Supermarket Type1,535
FDF05,17.5,Low Fat,0.027022883,Frozen Foods,262,OUT017,2007,,Tier 2,Supermarket Type1,5259
DRF15,,Low Fat,0.058153409,Dairy,152,OUT019,1985,Small,Tier 1,Grocery Store,306
FDL20,17.1,Low Fat,0.128937661,Fruits and Vegetables,112,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779
FDV32,7.785,Low Fat,0.088846306,Fruits and Vegetables,61,OUT049,1999,Medium,Tier 1,Supermarket Type1,759
FDJ34,11.8,Regular,0.09357779,Snack Foods,125,OUT013,1987,High,Tier 3,Supermarket Type1,1877
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171,OUT045,2002,,Tier 2,Supermarket Type1,3779
FDQ04,,Low Fat,0.148392623,Frozen Foods,41,OUT019,1985,Small,Tier 1,Grocery Store,41
FDW13,8.5,Low Fat,0.098438394,Canned,51,OUT017,2007,,Tier 2,Supermarket Type1,259
NCI17,8.645,Low Fat,0.143303291,Health and Hygiene,96,OUT013,1987,High,Tier 3,Supermarket Type1,193
FDY03,17.6,Regular,0.076276208,Meat,110,OUT045,2002,,Tier 2,Supermarket Type1,1687
FDS12,9.1,Low Fat,0.175103435,Baking Goods,127,OUT017,2007,,Tier 2,Supermarket Type1,4655
FDJ55,12.8,Regular,0.023511371,Meat,225,OUT013,1987,High,Tier 3,Supermarket Type1,4950
DRK01,7.63,Low Fat,0.06105276,Soft Drinks,95,OUT035,2004,Small,Tier 2,Supermarket Type1,1418
FDG28,9.285,Regular,0.049559042,Frozen Foods,246,OUT017,2007,,Tier 2,Supermarket Type1,1225
FDY38,13.6,Regular,0.119418124,Dairy,231,OUT045,2002,,Tier 2,Supermarket Type1,5359
FDN01,8.895,Low Fat,0.072545601,Breakfast,176,OUT045,2002,,Tier 2,Supermarket Type1,1764
NCR54,16.35,Low Fat,0.090486828,Household,195,OUT013,1987,High,Tier 3,Supermarket Type1,2553
FDG29,17.6,Low Fat,0.056245075,Frozen Foods,43,OUT013,1987,High,Tier 3,Supermarket Type1,1006
FDG24,7.975,Low Fat,0.014618973,Baking Goods,85,OUT013,1987,High,Tier 3,Supermarket Type1,1081
FDG59,15.85,Low Fat,0.043479126,Starchy Foods,36,OUT017,2007,,Tier 2,Supermarket Type1,308
FDM28,15.7,Low Fat,0.045166237,Frozen Foods,178,OUT013,1987,High,Tier 3,Supermarket Type1,2516
FDW04,8.985,Regular,0.057827101,Frozen Foods,128,OUT046,1997,Small,Tier 1,Supermarket Type1,1428
FDS26,20.35,Low Fat,0.089394766,Dairy,260,OUT013,1987,High,Tier 3,Supermarket Type1,2093
FDQ56,6.59,Low Fat,0.10550944,Fruits and Vegetables,85,OUT013,1987,High,Tier 3,Supermarket Type1,1929
FDK51,19.85,Low Fat,0.005234153,Dairy,264,OUT035,2004,Small,Tier 2,Supermarket Type1,5829
FDL22,16.85,Low Fat,0.036390174,Snack Foods,91,OUT046,1997,Small,Tier 1,Supermarket Type1,2082
FDH19,,Low Fat,0.03292824,Meat,173,OUT027,1985,Medium,Tier 3,Supermarket Type3,7298
FDY55,16.75,Low Fat,0.081252534,Fruits and Vegetables,256,OUT013,1987,High,Tier 3,Supermarket Type1,7452
FDY03,17.6,Regular,0.076552407,Meat,110,OUT017,2007,,Tier 2,Supermarket Type1,450
FDK21,7.905,Low Fat,0.016758569,Snack Foods,250,OUT010,1998,,Tier 3,Grocery Store,500
FDZ10,,Low Fat,0.044248175,Snack Foods,126,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103,OUT018,2009,Medium,Tier 3,Supermarket Type2,736
NCZ18,7.825,Low Fat,0.186032678,Household,253,OUT035,2004,Small,Tier 2,Supermarket Type1,6088
NCF07,,Low Fat,0.031867464,Household,101,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125
DRE49,20.75,Low Fat,0.021370201,Soft Drinks,153,OUT017,2007,,Tier 2,Supermarket Type1,2277
FDJ08,,Low Fat,0.193772568,Fruits and Vegetables,190,OUT019,1985,Small,Tier 1,Grocery Store,573
FDT39,6.26,Regular,0.009866049,Meat,151,OUT035,2004,Small,Tier 2,Supermarket Type1,2267
FDE08,18.2,Low Fat,0.082551042,Fruits and Vegetables,147,OUT010,1998,,Tier 3,Grocery Store,296
NCD06,13,Low Fat,0.099729888,Household,46,OUT018,2009,Medium,Tier 3,Supermarket Type2,559
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222,OUT035,2004,Small,Tier 2,Supermarket Type1,5559
NCT54,8.695,Low Fat,0.119721451,Household,95,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237
DRF49,7.27,Low Fat,0.071222087,Soft Drinks,113,OUT045,2002,,Tier 2,Supermarket Type1,569
FDM25,,Regular,0.060371962,Breakfast,174,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866
FDF20,12.85,low fat,0.033287541,Fruits and Vegetables,198,OUT045,2002,,Tier 2,Supermarket Type1,1379
FDH27,7.075,Low Fat,0.05858462,Dairy,142,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869
FDV60,,Regular,0.11679292,Baking Goods,196,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499
FDY59,8.195,Low Fat,0.031452265,Baking Goods,94,OUT049,1999,Medium,Tier 1,Supermarket Type1,925
FDK36,7.09,Low Fat,0.00721395,Baking Goods,47,OUT035,2004,Small,Tier 2,Supermarket Type1,583
NCM31,6.095,Low Fat,0.081196619,Others,141,OUT046,1997,Small,Tier 1,Supermarket Type1,1418
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80,OUT017,2007,,Tier 2,Supermarket Type1,942
FDU36,6.15,Low Fat,0.04627095,Baking Goods,99,OUT046,1997,Small,Tier 1,Supermarket Type1,2364
FDV13,,Regular,0.02747716,Canned,87,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251
FDV20,,Regular,0.104704537,Fruits and Vegetables,125,OUT019,1985,Small,Tier 1,Grocery Store,254
NCQ54,17.7,Low Fat,0.012540003,Household,167,OUT035,2004,Small,Tier 2,Supermarket Type1,5895
FDO23,17.85,Low Fat,0.147023834,Breads,93,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134
DRE60,9.395,Low Fat,0.159657596,Soft Drinks,224,OUT045,2002,,Tier 2,Supermarket Type1,7696
DRP47,15.75,Low Fat,0.141398626,Hard Drinks,250,OUT017,2007,,Tier 2,Supermarket Type1,2775
FDB21,7.475,Low Fat,0.148821808,Fruits and Vegetables,241,OUT045,2002,,Tier 2,Supermarket Type1,5317
FDR04,7.075,Low Fat,0,Frozen Foods,98,OUT018,2009,Medium,Tier 3,Supermarket Type2,874
FDX23,6.445,Low Fat,0.029691762,Baking Goods,92,OUT046,1997,Small,Tier 1,Supermarket Type1,1039
FDX19,19.1,Low Fat,0.096715523,Fruits and Vegetables,235,OUT035,2004,Small,Tier 2,Supermarket Type1,3038
FDD40,20.25,Regular,0.014790559,Dairy,193,OUT035,2004,Small,Tier 2,Supermarket Type1,3848
FDA01,15,Regular,0.054378253,Canned,59,OUT046,1997,Small,Tier 1,Supermarket Type1,527
FDS33,6.67,Regular,0.123428594,Snack Foods,89,OUT046,1997,Small,Tier 1,Supermarket Type1,2390
FDM50,,Regular,0.029943463,Canned,60,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677
FDB29,16.7,Regular,0.052368061,Frozen Foods,112,OUT013,1987,High,Tier 3,Supermarket Type1,801
FDF46,7.07,Low Fat,0.093861144,Snack Foods,115,OUT045,2002,,Tier 2,Supermarket Type1,1267
FDA33,6.48,Low Fat,0.033968647,Snack Foods,148,OUT045,2002,,Tier 2,Supermarket Type1,886
FDC08,19,Regular,0.173154079,Fruits and Vegetables,228,OUT010,1998,,Tier 3,Grocery Store,452
FDB53,13.35,Low Fat,0.139735226,Frozen Foods,147,OUT045,2002,,Tier 2,Supermarket Type1,3877
FDY31,,Low Fat,0.043351896,Fruits and Vegetables,146,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414
DRQ35,,Low Fat,0.042086652,Hard Drinks,122,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448
FDX36,9.695,Regular,0.12848269,Baking Goods,223,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950
DRD13,15,Low Fat,0.049357077,Soft Drinks,62,OUT017,2007,,Tier 2,Supermarket Type1,958
FDC52,11.15,Regular,0.008326735,Dairy,149,OUT017,2007,,Tier 2,Supermarket Type1,1956
FDB45,20.85,Low Fat,0.021362955,Fruits and Vegetables,103,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404
NCK19,9.8,Low Fat,0.151420934,Others,194,OUT010,1998,,Tier 3,Grocery Store,387
FDV51,16.35,Low Fat,0.032511818,Meat,165,OUT013,1987,High,Tier 3,Supermarket Type1,994
FDZ35,9.6,Regular,0.022323658,Breads,101,OUT045,2002,,Tier 2,Supermarket Type1,1754
NCW17,,Low Fat,0.019292355,Health and Hygiene,129,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340
FDV59,13.35,Low Fat,0.048124443,Breads,216,OUT045,2002,,Tier 2,Supermarket Type1,3918
DRH39,20.7,Low Fat,0.09261307,Dairy,76,OUT013,1987,High,Tier 3,Supermarket Type1,306
FDN60,,Low Fat,0.094697274,Baking Goods,158,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278
FDU55,16.2,Low Fat,0.035984104,Fruits and Vegetables,260,OUT045,2002,,Tier 2,Supermarket Type1,4425
FDN58,,Regular,0.056596985,Snack Foods,230,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267
FDC41,,Low Fat,0.2047,Frozen Foods,76,OUT019,1985,Small,Tier 1,Grocery Store,229
FDO01,,Regular,0.020618324,Breakfast,129,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055
NCO43,5.5,Low Fat,0.04709821,Others,101,OUT046,1997,Small,Tier 1,Supermarket Type1,3339
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221,OUT045,2002,,Tier 2,Supermarket Type1,6410
FDF28,15.7,Regular,0.038078899,Frozen Foods,122,OUT017,2007,,Tier 2,Supermarket Type1,1992
FDM01,7.895,reg,0.095102092,Breakfast,104,OUT017,2007,,Tier 2,Supermarket Type1,2870
FDY49,,Regular,0.011953902,Canned,164,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807
FDR24,17.35,Regular,0.062799379,Baking Goods,88,OUT013,1987,High,Tier 3,Supermarket Type1,539
NCY18,7.285,Low Fat,0.031125709,Household,174,OUT013,1987,High,Tier 3,Supermarket Type1,4377
NCY30,20.25,Low Fat,0.026005891,Household,180,OUT045,2002,,Tier 2,Supermarket Type1,2716
FDJ22,,Low Fat,0.09246392,Snack Foods,190,OUT019,1985,Small,Tier 1,Grocery Store,383
DRI37,15.85,Low Fat,0.107765165,Soft Drinks,59,OUT049,1999,Medium,Tier 1,Supermarket Type1,703
FDL27,6.17,Low Fat,0.010647477,Meat,66,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937
NCO30,19.5,Low Fat,0.015749341,Household,182,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307
NCB07,19.2,Low Fat,0.077628053,Household,197,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142
FDX25,16.7,Low Fat,0,Canned,181,OUT018,2009,Medium,Tier 3,Supermarket Type2,2554
FDP59,20.85,Regular,0.056695731,Breads,104,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869
FDR59,14.5,Regular,0.063993068,Breads,260,OUT045,2002,,Tier 2,Supermarket Type1,5494
FDT27,11.395,Regular,0.069529262,Meat,233,OUT013,1987,High,Tier 3,Supermarket Type1,6093
DRI01,7.97,Low Fat,0.034452949,Soft Drinks,174,OUT046,1997,Small,Tier 1,Supermarket Type1,2586
FDU09,7.71,Regular,0.06670068,Snack Foods,55,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255
FDH26,19.25,Regular,0.034699737,Canned,141,OUT046,1997,Small,Tier 1,Supermarket Type1,4093
FDH27,7.075,Low Fat,0.058346939,Dairy,142,OUT046,1997,Small,Tier 1,Supermarket Type1,3163
FDN39,,Regular,0.065203103,Meat,166,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033
FDH40,11.6,Regular,0.078929571,Frozen Foods,79,OUT046,1997,Small,Tier 1,Supermarket Type1,1137
FDJ56,,Low Fat,0.182514881,Fruits and Vegetables,98,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696
DRN47,12.1,Low Fat,0.016895293,Hard Drinks,178,OUT018,2009,Medium,Tier 3,Supermarket Type2,898
NCO17,10,Low Fat,0.073379745,Health and Hygiene,118,OUT046,1997,Small,Tier 1,Supermarket Type1,2756
FDX60,14.35,Low Fat,0.08075758,Baking Goods,81,OUT045,2002,,Tier 2,Supermarket Type1,878
FDT22,10.395,Low Fat,0.112271498,Snack Foods,58,OUT049,1999,Medium,Tier 1,Supermarket Type1,659
FDX26,,Low Fat,0.153741385,Dairy,182,OUT019,1985,Small,Tier 1,Grocery Store,182
FDG45,8.1,Low Fat,0.127929521,Fruits and Vegetables,211,OUT013,1987,High,Tier 3,Supermarket Type1,3610
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256,OUT035,2004,Small,Tier 2,Supermarket Type1,5153
FDS15,9.195,Regular,0.078502143,Meat,108,OUT017,2007,,Tier 2,Supermarket Type1,2588
FDL51,20.7,Regular,0.047684831,Dairy,212,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286
FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,110,OUT017,2007,,Tier 2,Supermarket Type1,1230
FDZ07,,Regular,0,Fruits and Vegetables,60,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733
NCW53,,Low Fat,0.053392944,Health and Hygiene,193,OUT019,1985,Small,Tier 1,Grocery Store,384
NCA54,16.5,Low Fat,0.036715907,Household,180,OUT045,2002,,Tier 2,Supermarket Type1,3969
FDX09,9,Low Fat,0.065236932,Snack Foods,176,OUT035,2004,Small,Tier 2,Supermarket Type1,7763
FDO51,6.785,Regular,0.041947547,Meat,41,OUT013,1987,High,Tier 3,Supermarket Type1,809
FDW49,19.5,Low Fat,0.082888496,Canned,178,OUT018,2009,Medium,Tier 3,Supermarket Type2,1253
FDB27,7.575,Low Fat,0.055390121,Dairy,195,OUT046,1997,Small,Tier 1,Supermarket Type1,5715
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57,OUT013,1987,High,Tier 3,Supermarket Type1,1464
FDV02,16.75,Low Fat,0.060495243,Dairy,169,OUT013,1987,High,Tier 3,Supermarket Type1,3251
FDY28,7.47,Regular,0,Frozen Foods,214,OUT035,2004,Small,Tier 2,Supermarket Type1,4274
FDX31,,Regular,0.014753811,Fruits and Vegetables,231,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375
FDR43,,Low Fat,0.160707489,Fruits and Vegetables,38,OUT027,1985,Medium,Tier 3,Supermarket Type3,1318
FDP51,13.85,Regular,0.085622362,Meat,119,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251
FDL52,6.635,Regular,0.046350909,Frozen Foods,37,OUT017,2007,,Tier 2,Supermarket Type1,1176
FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130,OUT046,1997,Small,Tier 1,Supermarket Type1,3523
FDB34,15.25,Low Fat,0.026604781,Snack Foods,86,OUT035,2004,Small,Tier 2,Supermarket Type1,610
FDC50,15.85,Low Fat,0,Canned,96,OUT035,2004,Small,Tier 2,Supermarket Type1,1237
FDT57,15.2,Low Fat,0.031860325,Snack Foods,235,OUT010,1998,,Tier 3,Grocery Store,474
FDP22,,Regular,0,Snack Foods,52,OUT027,1985,Medium,Tier 3,Supermarket Type3,717
DRE49,20.75,LF,0.021250002,Soft Drinks,150,OUT046,1997,Small,Tier 1,Supermarket Type1,2580
FDM40,10.195,Low Fat,0.159936948,Frozen Foods,143,OUT046,1997,Small,Tier 1,Supermarket Type1,2552
FDY32,7.605,Low Fat,0.129503146,Fruits and Vegetables,164,OUT045,2002,,Tier 2,Supermarket Type1,3914
FDW07,18,Regular,0.142688846,Fruits and Vegetables,88,OUT046,1997,Small,Tier 1,Supermarket Type1,796
FDU02,,Low Fat,0.179484411,Dairy,228,OUT019,1985,Small,Tier 1,Grocery Store,916
NCF18,18.35,Low Fat,0.089163056,Household,191,OUT045,2002,,Tier 2,Supermarket Type1,3259
FDQ56,6.59,Low Fat,0.105761491,Fruits and Vegetables,84,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677
FDN58,13.8,reg,0.056960814,Snack Foods,230,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707
FDG35,21.2,Regular,0.00704098,Starchy Foods,173,OUT046,1997,Small,Tier 1,Supermarket Type1,2954
FDY34,10.5,Regular,0.011026594,Snack Foods,166,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652
NCE19,8.97,Low Fat,0.093203257,Household,52,OUT045,2002,,Tier 2,Supermarket Type1,1037
NCK31,,Low Fat,0.026916794,Others,50,OUT027,1985,Medium,Tier 3,Supermarket Type3,717
NCJ29,10.6,Low Fat,0.035264298,Health and Hygiene,86,OUT045,2002,,Tier 2,Supermarket Type1,426
FDT59,13.65,Low Fat,0.015908424,Breads,231,OUT035,2004,Small,Tier 2,Supermarket Type1,6911
NCX41,19,Low Fat,0.017719277,Health and Hygiene,211,OUT046,1997,Small,Tier 1,Supermarket Type1,3811
FDU45,,Regular,0.035334201,Snack Foods,115,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277
FDW24,,Low Fat,0.065652494,Baking Goods,48,OUT019,1985,Small,Tier 1,Grocery Store,48
FDF22,6.865,Low Fat,0.056919038,Snack Foods,212,OUT049,1999,Medium,Tier 1,Supermarket Type1,5770
FDM60,10.8,Regular,0.048143292,Baking Goods,40,OUT046,1997,Small,Tier 1,Supermarket Type1,690
FDR02,16.7,Low Fat,0.022047313,Dairy,110,OUT013,1987,High,Tier 3,Supermarket Type1,1890
DRP35,,Low Fat,0.090427268,Hard Drinks,126,OUT027,1985,Medium,Tier 3,Supermarket Type3,3195
FDS48,15.15,Low Fat,0.027779254,Baking Goods,150,OUT046,1997,Small,Tier 1,Supermarket Type1,1504
NCZ42,10.5,Low Fat,0,Household,238,OUT010,1998,,Tier 3,Grocery Store,711
FDZ38,17.6,Low Fat,0.008033611,Dairy,174,OUT018,2009,Medium,Tier 3,Supermarket Type2,4311
FDH19,19.35,Low Fat,0.033088472,Meat,175,OUT046,1997,Small,Tier 1,Supermarket Type1,521
NCB55,15.7,Low Fat,0.160663021,Household,59,OUT046,1997,Small,Tier 1,Supermarket Type1,829
FDC15,18.1,LF,0.178975721,Dairy,155,OUT017,2007,,Tier 2,Supermarket Type1,1571
FDF11,10.195,Regular,0.017627888,Starchy Foods,239,OUT035,2004,Small,Tier 2,Supermarket Type1,2403
FDW35,,low fat,0.0194158,Breads,41,OUT019,1985,Small,Tier 1,Grocery Store,83
FDB44,6.655,Low Fat,0.016993225,Fruits and Vegetables,211,OUT045,2002,,Tier 2,Supermarket Type1,844
NCC06,19,Low Fat,0.027139013,Household,127,OUT017,2007,,Tier 2,Supermarket Type1,2940
FDR04,7.075,Low Fat,0.03777249,Frozen Foods,98,OUT010,1998,,Tier 3,Grocery Store,291
FDB17,13.15,Low Fat,0.036746479,Frozen Foods,181,OUT045,2002,,Tier 2,Supermarket Type1,3259
FDW43,20.1,Regular,0.022460102,Fruits and Vegetables,226,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415
FDA27,20.35,Regular,0,Dairy,256,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624
NCU41,18.85,Low Fat,0.05213575,Health and Hygiene,190,OUT049,1999,Medium,Tier 1,Supermarket Type1,6687
FDY56,16.35,Regular,0.062508438,Fruits and Vegetables,227,OUT049,1999,Medium,Tier 1,Supermarket Type1,5642
FDV39,11.3,Low Fat,0.007309544,Meat,196,OUT018,2009,Medium,Tier 3,Supermarket Type2,4943
FDN32,17.5,Low Fat,0.015623754,Fruits and Vegetables,182,OUT018,2009,Medium,Tier 3,Supermarket Type2,3135
FDW07,18,Regular,0.142978223,Fruits and Vegetables,87,OUT045,2002,,Tier 2,Supermarket Type1,796
FDZ27,7.935,Low Fat,0.017191055,Dairy,51,OUT045,2002,,Tier 2,Supermarket Type1,848
FDW23,,Low Fat,0.143592939,Baking Goods,37,OUT019,1985,Small,Tier 1,Grocery Store,38
FDU01,20.25,Regular,0.011995271,Canned,184,OUT046,1997,Small,Tier 1,Supermarket Type1,4997
FDF10,15.5,Regular,0.15717236,Snack Foods,149,OUT049,1999,Medium,Tier 1,Supermarket Type1,588
DRH03,,Low Fat,0.061393095,Dairy,91,OUT019,1985,Small,Tier 1,Grocery Store,372
FDW27,,Regular,0.264124669,Meat,155,OUT019,1985,Small,Tier 1,Grocery Store,155
DRI13,15.35,Low Fat,0.020310046,Soft Drinks,218,OUT013,1987,High,Tier 3,Supermarket Type1,3038
NCR05,10.1,Low Fat,0.054630834,Health and Hygiene,200,OUT046,1997,Small,Tier 1,Supermarket Type1,1587
FDB29,16.7,Regular,0.052517969,Frozen Foods,115,OUT045,2002,,Tier 2,Supermarket Type1,687
FDL51,20.7,Regular,0.047565208,Dairy,213,OUT049,1999,Medium,Tier 1,Supermarket Type1,1929
FDB11,16,LF,0.060797393,Starchy Foods,223,OUT013,1987,High,Tier 3,Supermarket Type1,3600
FDI35,14,Low Fat,0.041291169,Starchy Foods,180,OUT046,1997,Small,Tier 1,Supermarket Type1,2181
FDX08,12.85,Low Fat,0.022604051,Fruits and Vegetables,181,OUT046,1997,Small,Tier 1,Supermarket Type1,3428
FDP59,20.85,Regular,0.056580228,Breads,105,OUT045,2002,,Tier 2,Supermarket Type1,623
NCJ18,12.35,Low Fat,0.164196823,Household,120,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133
FDJ41,6.85,Low Fat,0.022976497,Frozen Foods,261,OUT018,2009,Medium,Tier 3,Supermarket Type2,3401
FDU08,10.3,Low Fat,0.027310252,Fruits and Vegetables,101,OUT035,2004,Small,Tier 2,Supermarket Type1,1289
FDS09,,Regular,0.141975462,Snack Foods,49,OUT019,1985,Small,Tier 1,Grocery Store,50
DRH15,8.775,Low Fat,0,Dairy,45,OUT013,1987,High,Tier 3,Supermarket Type1,790
NCV17,18.85,Low Fat,0.01619866,Health and Hygiene,129,OUT017,2007,,Tier 2,Supermarket Type1,3147
NCO54,,Low Fat,0.014205168,Household,56,OUT027,1985,Medium,Tier 3,Supermarket Type3,2486
FDE24,14.85,Low Fat,0.09344495,Baking Goods,141,OUT035,2004,Small,Tier 2,Supermarket Type1,1139
FDH53,20.5,Regular,0.019199733,Frozen Foods,84,OUT046,1997,Small,Tier 1,Supermarket Type1,1816
FDZ13,7.84,Regular,0.154120252,Canned,51,OUT018,2009,Medium,Tier 3,Supermarket Type2,199
FDW28,18.25,Low Fat,0.089004389,Frozen Foods,196,OUT045,2002,,Tier 2,Supermarket Type1,978
FDU46,10.3,Regular,0.011117041,Snack Foods,85,OUT013,1987,High,Tier 3,Supermarket Type1,2683
NCE43,12.5,LF,0.103422709,Household,169,OUT035,2004,Small,Tier 2,Supermarket Type1,2897
FDS26,,Low Fat,0.089035961,Dairy,260,OUT027,1985,Medium,Tier 3,Supermarket Type3,9158
FDB14,20.25,Regular,0.102723919,Canned,93,OUT046,1997,Small,Tier 1,Supermarket Type1,1957
DRB48,,Regular,0.024733134,Soft Drinks,40,OUT027,1985,Medium,Tier 3,Supermarket Type3,1296
NCC42,15,Low Fat,0.044871033,Health and Hygiene,140,OUT013,1987,High,Tier 3,Supermarket Type1,2528
FDQ20,8.325,Low Fat,0.029760052,Fruits and Vegetables,38,OUT013,1987,High,Tier 3,Supermarket Type1,284
FDA13,15.85,Low Fat,0.078999287,Canned,38,OUT017,2007,,Tier 2,Supermarket Type1,759
FDZ15,13.1,Low Fat,0.020870744,Dairy,117,OUT046,1997,Small,Tier 1,Supermarket Type1,1787
NCV42,6.26,Low Fat,0.031599715,Household,111,OUT017,2007,,Tier 2,Supermarket Type1,2431
DRI51,17.25,Low Fat,0.042413704,Dairy,173,OUT018,2009,Medium,Tier 3,Supermarket Type2,4466
FDO28,5.765,Low Fat,0.072284689,Frozen Foods,119,OUT035,2004,Small,Tier 2,Supermarket Type1,2048
NCS54,13.6,Low Fat,0.009984847,Household,175,OUT013,1987,High,Tier 3,Supermarket Type1,1940
FDH16,10.5,Low Fat,0.052852621,Frozen Foods,88,OUT017,2007,,Tier 2,Supermarket Type1,2067
FDG24,7.975,Low Fat,0.014660821,Baking Goods,85,OUT045,2002,,Tier 2,Supermarket Type1,2663
FDR52,12.65,Regular,0.076354362,Frozen Foods,192,OUT018,2009,Medium,Tier 3,Supermarket Type2,1146
NCH06,12.3,Low Fat,0.076709639,Household,247,OUT045,2002,,Tier 2,Supermarket Type1,3448
FDA36,5.985,Low Fat,0.005677876,Baking Goods,184,OUT045,2002,,Tier 2,Supermarket Type1,1665
FDU56,,Low Fat,0,Fruits and Vegetables,184,OUT027,1985,Medium,Tier 3,Supermarket Type3,8114
FDT09,15.15,Regular,0.012282366,Snack Foods,132,OUT049,1999,Medium,Tier 1,Supermarket Type1,1713
FDU25,12.35,Low Fat,0.026681262,Canned,56,OUT046,1997,Small,Tier 1,Supermarket Type1,810
FDK41,14.3,Low Fat,0.127541722,Frozen Foods,84,OUT046,1997,Small,Tier 1,Supermarket Type1,1193
NCT54,8.695,Low Fat,0.119513002,Household,93,OUT035,2004,Small,Tier 2,Supermarket Type1,856
FDV51,16.35,Low Fat,0.054463442,Meat,163,OUT010,1998,,Tier 3,Grocery Store,165
FDM24,6.135,Regular,0,Baking Goods,151,OUT045,2002,,Tier 2,Supermarket Type1,1057
NCO30,19.5,Low Fat,0.015756784,Household,185,OUT045,2002,,Tier 2,Supermarket Type1,2205
FDQ45,9.5,Regular,0.010907967,Snack Foods,182,OUT013,1987,High,Tier 3,Supermarket Type1,2940
DRK59,8.895,LF,0.07543556,Hard Drinks,235,OUT035,2004,Small,Tier 2,Supermarket Type1,3046
FDW28,18.25,Low Fat,0,Frozen Foods,196,OUT046,1997,Small,Tier 1,Supermarket Type1,3327
FDC02,21.35,Low Fat,0.115194717,Canned,258,OUT010,1998,,Tier 3,Grocery Store,520
FDR21,19.7,Low Fat,0.066922802,Snack Foods,174,OUT035,2004,Small,Tier 2,Supermarket Type1,2999
FDN48,,Low Fat,0.064636203,Baking Goods,90,OUT027,1985,Medium,Tier 3,Supermarket Type3,2113
